Items Report
"Feb 7, 2025 12:00 AM - Aug 8, 2025 11:59 PM"
"Requested on: Aug 8, 2025 9:32 AM"
Filters: Item Type = Revenue Items

Categories: All
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."

Gross Sales,"$68,179.91"
Net Sales,"$66,290.19"
COGS,$0.00
Gross Profit,"$14,342.73"
Gross Profit Margin,21.64%

Category Name,Name,Gross Sales,Net Sales,Sold,Refunded,Modifier Name,Modifier Sold,Modifier Amount,Discounts,Refunds,% Net Sales,Avg Item Size,COGS,Gross Profit
Uncategorized
,Fettuccini Alfredo - Single Size,$111.92,$111.92,8,0," "," ",-,$0.00,$0.00,0.17%,$13.99,-,-
,Stuffed Shells - Single Size,$111.92,$111.92,8,0," "," ",-,$0.00,$0.00,0.17%,$13.99,-,-
,2 Large Pepperoni Pies and a 2L Soda (custom 1) - Single Size,$110.97,$110.97,3,0," "," ",-,$0.00,$0.00,0.17%,$36.99,-,-
,16 Large 2 Toppings,$132.93,$108.61,7,0," "," ",-,-$24.32,$0.00,0.16%,$15.52,-,-
,," "," "," "," ",Garlic Butter on Crust,5,$0.00," "," "," "," "," "," "
,," "," "," "," ",Regular,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Pizza Sauce,7,$0.00," "," "," "," "," "," "
,," "," "," "," ",Extra Cheese,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Mozzarella Cheese,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Pepperoni,6,$0.00," "," "," "," "," "," "
,," "," "," "," ",Banana Peppers,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Pineapple,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Bacon,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Mushrooms,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Sausage,2,$0.00," "," "," "," "," "," "
,"Custom Cheese Pizza - Large 16"" - Regular Crust",$107.85,$107.85,5,0," "," ",-,$0.00,$0.00,0.16%,$21.57,-,-
,Custom Wings - 30 Pieces,$122.97,$106.57,3,0," "," ",-,-$16.40,$0.00,0.16%,$35.52,-,-
,"Extravaganza Supreme - Extra Large 18"" - Regular Crust",$103.96,$103.96,4,0," "," ",-,$0.00,$0.00,0.16%,$25.99,-,-
,2 Medium Pies (custom 1) - Single Size,$99.94,$99.94,2,0," "," ",-,$0.00,$0.00,0.15%,$49.97,-,-
,"Custom Cheese Pizza - Extra Large 18"" - Regular Crust",$99.88,$99.88,4,0," "," ",-,$0.00,$0.00,0.15%,$24.97,-,-
,Meatballs  - Single Size,$99.80,$99.80,20,0," "," ",-,$0.00,$0.00,0.15%,$4.99,-,-
,Calzone Cheese - Large,$97.93,$97.93,7,0," "," ",-,$0.00,$0.00,0.15%,$13.99,-,-
,"8) 14"" Pizza & 2 Sodas",$96.84,$96.84,5,0," "," ",-,$0.00,$0.00,0.15%,$19.37,-,-
,," "," "," "," ",Extra Cheese,2,$3.98," "," "," "," "," "," "
,," "," "," "," ",Garlic Butter on Crust,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Regular,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Thin Crust,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Pepperoni,4,$7.96," "," "," "," "," "," "
,," "," "," "," ",Pizza Sauce,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Can Soda,11,$0.00," "," "," "," "," "," "
,Custom Pasta with Meatballs - Single Size,$95.92,$95.92,8,0," "," ",-,$0.00,$0.00,0.14%,$11.99,-,-
,"Margherita - Large 16"" - Regular Crust",$99.90,$95.90,5,0," "," ",-,-$4.00,$0.00,0.14%,$19.18,-,-
,Other Drinks - Single Size,$96.25,$95.85,35,0," "," ",-,-$0.40,$0.00,0.14%,$2.74,-,-
,"8 Slices 16"" Pizza",$95.73,$95.73,5,0," "," ",-,$0.00,$0.00,0.14%,$19.15,-,-
,," "," "," "," ",Pepperoni,2,$5.78," "," "," "," "," "," "
,Custom Chicken Tenders - Small,$94.50,$94.50,7,0," "," ",-,$0.00,$0.00,0.14%,$13.50,-,-
,Bruschetta,$107.91,$94.07,9,0," "," ",-,-$13.84,$0.00,0.14%,$10.45,-,-
,Pasta with Meatballs,$108.42,$93.24,8,0," "," ",-,-$15.18,$0.00,0.14%,$11.66,-,-
,," "," "," "," ",Meat Sauce,5,$12.50," "," "," "," "," "," "
,," "," "," "," ",Spaghetti,7,$0.00," "," "," "," "," "," "
,," "," "," "," ",Ziti,1,$0.00," "," "," "," "," "," "
,"Hawaiian - Extra Large 18"" - Regular Crust",$91.96,$91.96,4,0," "," ",-,$0.00,$0.00,0.14%,$22.99,-,-
,"Veggie Lovers - Large 16"" -  Regular Crust",$91.96,$91.96,4,0," "," ",-,$0.00,$0.00,0.14%,$22.99,-,-
,"Veggie Lovers - Large 16"" - Regular Crust",$91.96,$91.96,4,0," "," ",-,$0.00,$0.00,0.14%,$22.99,-,-
,5 Large Pepperoni Pies - Single Size,$89.99,$89.99,1,0," "," ",-,$0.00,$0.00,0.14%,$89.99,-,-
,Penne Al A Vodka - Single Size,$89.94,$89.94,6,0," "," ",-,$0.00,$0.00,0.14%,$14.99,-,-
,Pasta with Meat Sauce,$89.43,$89.43,7,0," "," ",-,$0.00,$0.00,0.13%,$12.78,-,-
,," "," "," "," ",Meat Sauce,5,$12.50," "," "," "," "," "," "
,," "," "," "," ",Spaghetti,7,$0.00," "," "," "," "," "," "
,"Margherita - Extra Large 18"" - Regular Crust",$87.96,$87.96,4,0," "," ",-,$0.00,$0.00,0.13%,$21.99,-,-
,Calzone Anthonys (custom 1) - Large,$84.90,$84.90,5,0," "," ",-,$0.00,$0.00,0.13%,$16.98,-,-
,Shrimp Scampi,$84.90,$84.90,5,0," "," ",-,$0.00,$0.00,0.13%,$16.98,-,-
,Cheese Ravioli - Single Size,$83.94,$83.94,6,0," "," ",-,$0.00,$0.00,0.13%,$13.99,-,-
,Custom Pasta with Meat Sauce - Single Size,$83.93,$83.93,7,0," "," ",-,$0.00,$0.00,0.13%,$11.99,-,-
,Jamaican Beef Pattys - Plain,$85.50,$82.35,19,0," "," ",-,-$3.15,$0.00,0.12%,$4.33,-,-
,Gluten Free,$92.69,$82.26,5,0," "," ",-,-$10.43,$0.00,0.12%,$16.45,-,-
,," "," "," "," ",Extra Cheese,1,$1.49," "," "," "," "," "," "
,," "," "," "," ",Pepperoni,4,$5.96," "," "," "," "," "," "
,," "," "," "," ",Sausage,1,$1.49," "," "," "," "," "," "
,," "," "," "," ",Pizza Sauce,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Mushrooms,1,$0.99," "," "," "," "," "," "
,," "," "," "," ",Green Peppers,1,$0.99," "," "," "," "," "," "
,," "," "," "," ",Black Olives,1,$0.99," "," "," "," "," "," "
,," "," "," "," ",Pineapple,1,$0.99," "," "," "," "," "," "
,," "," "," "," ",Red Onions,1,$0.99," "," "," "," "," "," "
,Penne Al A Vodka,$94.83,$81.19,6,0," "," ",-,-$13.64,$0.00,0.12%,$13.53,-,-
,," "," "," "," ",Alfredo Sauce,1,$3.99," "," "," "," "," "," "
,," "," "," "," ",Chicken,3,$7.50," "," "," "," "," "," "
,," "," "," "," ",Penne,6,$0.00," "," "," "," "," "," "
,Custom Chicken Chunks - 2 Pounds,$80.97,$80.97,3,0," "," ",-,$0.00,$0.00,0.12%,$26.99,-,-
,Fettuccini Alfredo,$80.77,$80.77,5,0," "," ",-,$0.00,$0.00,0.12%,$16.15,-,-
,," "," "," "," ",Chicken,3,$7.50," "," "," "," "," "," "
,," "," "," "," ",Chicken and Broccoli,1,$2.99," "," "," "," "," "," "
,," "," "," "," ",Shrimp,1,$3.99," "," "," "," "," "," "
,," "," "," "," ",Broccoli,1,$1.99," "," "," "," "," "," "
,," "," "," "," ",Fettucini,5,$0.00," "," "," "," "," "," "
,"Custom Cheese Pizza - Medium 14"" - Regular Crust",$79.90,$79.90,5,0," "," ",-,$0.00,$0.00,0.12%,$15.98,-,-
,Lasagne,$79.66,$79.66,6,0," "," ",-,$0.00,$0.00,0.12%,$13.28,-,-
,," "," "," "," ",Meat Sauce,1,$2.50," "," "," "," "," "," "
,2 Large Pepperoni Pies and a 2L Soda (custom 1) - Single Size,$79.16,$79.16,2,0," "," ",-,$0.00,$0.00,0.12%,$39.58,-,-
,Custom 2 Large Pepperoni Pies and a 2L Soda - Single Size,$79.16,$79.16,2,0," "," ",-,$0.00,$0.00,0.12%,$39.58,-,-
,"Meat Lovers - Extra Large 18"" - Regular Crust",$77.97,$77.97,3,0," "," ",-,$0.00,$0.00,0.12%,$25.99,-,-
,French Fries,$89.85,$77.92,15,0," "," ",-,-$11.93,$0.00,0.12%,$5.19,-,-
,Pasta with Meat Sauce,$90.42,$77.92,8,0," "," ",-,-$12.50,$0.00,0.12%,$9.74,-,-
,," "," "," "," ",Meat Sauce,1,$2.50," "," "," "," "," "," "
,," "," "," "," ",Spaghetti,7,$0.00," "," "," "," "," "," "
,," "," "," "," ",Ziti,1,$0.00," "," "," "," "," "," "
,Custom 2 slice 1 topping each 1 can of soda  - Single Size,$79.76,$77.76,8,0," "," ",-,-$2.00,$0.00,0.12%,$9.72,-,-
,Mozzarella Sticks,$76.89,$76.89,11,0," "," ",-,$0.00,$0.00,0.12%,$6.99,-,-
,Chicken Parmigiana,$76.60,$76.60,5,0," "," ",-,$0.00,$0.00,0.12%,$15.32,-,-
,," "," "," "," ",Chicken,1,$2.50," "," "," "," "," "," "
,," "," "," "," ",Fettucini,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Spaghetti,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Ziti,1,$0.00," "," "," "," "," "," "
,"8 Slices 14"" Pizza",$76.07,$76.07,3,0," "," ",-,$0.00,$0.00,0.11%,$25.36,-,-
,," "," "," "," ",Pepperoni,2,$5.78," "," "," "," "," "," "
,," "," "," "," ",Grilled Chicken,2,$4.78," "," "," "," "," "," "
,," "," "," "," ",Jalapeño,2,$4.78," "," "," "," "," "," "
,," "," "," "," ",Extra Cheese,2,$6.38," "," "," "," "," "," "
,," "," "," "," ",Bacon,2,$6.38," "," "," "," "," "," "
,Custom 2 Slices & Can Soda - Single Size,$79.90,$75.90,10,0," "," ",-,-$4.00,$0.00,0.11%,$7.59,-,-
,"Custom Cheese Pizza - Medium 14"" - Regular Crust",$75.88,$75.88,4,0," "," ",-,$0.00,$0.00,0.11%,$18.97,-,-
,BYO Slice,$82.95,$75.62,16,0," "," ",-,-$7.33,$0.00,0.11%,$4.73,-,-
,," "," "," "," ",Extra Cheese,1,$0.99," "," "," "," "," "," "
,," "," "," "," ",Mozzarella Cheese,2,$1.98," "," "," "," "," "," "
,," "," "," "," ",Ham,3,$2.97," "," "," "," "," "," "
,," "," "," "," ",Pepperoni,7,$6.93," "," "," "," "," "," "
,," "," "," "," ",Salami,1,$0.99," "," "," "," "," "," "
,," "," "," "," ",Banana Peppers,1,$0.75," "," "," "," "," "," "
,," "," "," "," ",Mushrooms,3,$2.25," "," "," "," "," "," "
,," "," "," "," ",Green Peppers,1,$0.75," "," "," "," "," "," "
,," "," "," "," ",Onions,2,$1.50," "," "," "," "," "," "
,Bottled Water - Single Size,$77.00,$75.28,44,0," "," ",-,-$1.72,$0.00,0.11%,$1.71,-,-
,Fettuccini Alfredo,$75.27,$75.27,4,0," "," ",-,$0.00,$0.00,0.11%,$18.82,-,-
,," "," "," "," ",Chicken,3,$7.17," "," "," "," "," "," "
,," "," "," "," ",Chicken & Broccoli,2,$7.78," "," "," "," "," "," "
,," "," "," "," ",No Thanks,4,$0.36," "," "," "," "," "," "
,"Custom Pepperoni Pizza - Extra Large 18"" - Regular Crust",$74.91,$74.91,3,0," "," ",-,$0.00,$0.00,0.11%,$24.97,-,-
,Custom Specials - Single Size,$74.56,$74.56,1,0," "," ",-,$0.00,$0.00,0.11%,$74.56,-,-
,Chicken Parmigiana,$74.10,$74.10,5,0," "," ",-,$0.00,$0.00,0.11%,$14.82,-,-
,"Custom Cheese Pizza - Extra Large 18"" - Regular Crust",$73.41,$73.41,3,0," "," ",-,$0.00,$0.00,0.11%,$24.47,-,-
,"(H&H)Pepperoni Pizza-Cheese Pizza - Large 16"" - Regular Crust",$73.12,$73.12,4,0," "," ",-,$0.00,$0.00,0.11%,$18.28,-,-
,2 Large Pies With (custom 1) - Single Size,$72.58,$72.58,1,0," "," ",-,$0.00,$0.00,0.11%,$72.58,-,-
,"Meat Lovers - Large 16"" -  Regular Crust",$71.97,$71.97,3,0," "," ",-,$0.00,$0.00,0.11%,$23.99,-,-
,Antipasto Salad,$71.94,$71.94,6,0," "," ",-,$0.00,$0.00,0.11%,$11.99,-,-
,," "," "," "," ",Feta,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Parmesan Cheese,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Blue Cheese,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Caesar,4,$0.00," "," "," "," "," "," "
,," "," "," "," ",House Vinagrete,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Italian,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Grilled Chicken,1,$2.00," "," "," "," "," "," "
,," "," "," "," ",Shrimp,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Capicoola,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Salami,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Ham,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Large,2,$4.00," "," "," "," "," "," "
,," "," "," "," ",Small,6,$0.00," "," "," "," "," "," "
,," "," "," "," ",Red Onions,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Shredded Carrots,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Kalamatta Olives,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Pepperoncini Peppers,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Banana Peppers,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Lettuce,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Fresh Spinach,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Onions,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Basil,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Black Olives,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Garlic,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Mushrooms,1,$0.00," "," "," "," "," "," "
,Stuffed Shells,$79.66,$70.64,6,0," "," ",-,-$9.02,$0.00,0.11%,$11.77,-,-
,," "," "," "," ",Meat Sauce,1,$2.50," "," "," "," "," "," "
,Custom Specials - Single Size,$69.98,$69.98,1,0," "," ",-,$0.00,$0.00,0.11%,$69.98,-,-
,Specials (custom 1) - Single Size,$69.98,$69.98,1,0," "," ",-,$0.00,$0.00,0.11%,$69.98,-,-
,Bruschetta - Single Size,$69.93,$69.93,7,0," "," ",-,$0.00,$0.00,0.11%,$9.99,-,-
,Tiramissu,$85.44,$69.61,16,0," "," ",-,-$15.83,$0.00,0.11%,$4.35,-,-
,"BBQ Pizza - Large 16"" - Regular Crust",$68.97,$68.97,3,0," "," ",-,$0.00,$0.00,0.10%,$22.99,-,-
,Custom Calzone Cheese - Small,$68.88,$68.88,6,0," "," ",-,$0.00,$0.00,0.10%,$11.48,-,-
,Small Caesar Salad,$67.98,$67.98,8,0," "," ",-,$0.00,$0.00,0.10%,$8.50,-,-
,," "," "," "," ",Caesar,11,$0.00," "," "," "," "," "," "
,," "," "," "," ",House Vinagrete,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Grilled Chicken,1,$2.00," "," "," "," "," "," "
,," "," "," "," ",Large,2,$2.06," "," "," "," "," "," "
,," "," "," "," ",Small,6,$0.00," "," "," "," "," "," "
,," "," "," "," ",Broccooli,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Cucumbers,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Pepperoncini Peppers,1,$0.00," "," "," "," "," "," "
,Tour of Italy,$67.92,$67.92,4,0," "," ",-,$0.00,$0.00,0.10%,$16.98,-,-
,Lunch Lasagna,$76.42,$67.58,6,0," "," ",-,-$8.84,$0.00,0.10%,$11.26,-,-
,," "," "," "," ",Alfredo Sauce,2,$7.98," "," "," "," "," "," "
,," "," "," "," ",Meat Sauce,1,$2.50," "," "," "," "," "," "
,Baked Ziti,$67.30,$67.30,6,0," "," ",-,$0.00,$0.00,0.10%,$11.22,-,-
,," "," "," "," ",Meat Sauce,1,$2.50," "," "," "," "," "," "
,Pasta with Marinara,$69.92,$66.13,8,0," "," ",-,-$3.79,$0.00,0.10%,$8.27,-,-
,," "," "," "," ",Fettucini,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Spaghetti,5,$0.00," "," "," "," "," "," "
,," "," "," "," ",Ziti,2,$0.00," "," "," "," "," "," "
,Lunch Baked Ziti,$65.94,$65.94,6,0," "," ",-,$0.00,$0.00,0.10%,$10.99,-,-
,," "," "," "," ",Ziti,8,$0.00," "," "," "," "," "," "
,"Pepperoni Pizza (custom 1) - Extra Large 18"" -  Garlic Butter on Crust",$65.94,$65.94,3,0," "," ",-,$0.00,$0.00,0.10%,$21.98,-,-
,"Custom Cheese Pizza - Extra Large 18"" - Crispy and Well Done",$65.91,$65.91,3,0," "," ",-,$0.00,$0.00,0.10%,$21.97,-,-
,Jamaican Beef Pattys,$74.88,$65.91,11,0," "," ",-,-$8.97,$0.00,0.10%,$5.99,-,-
,," "," "," "," ",Feta,1,$0.99," "," "," "," "," "," "
,," "," "," "," ",Plain,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",With Cheese,8,$8.00," "," "," "," "," "," "
,Custom Specialty Slice - Single Size,$71.88,$65.63,12,1," "," ",-,-$0.26,-$5.99,0.10%,$5.97,-,-
,Slice Sicilian Deep Dish,$71.30,$65.41,9,0," "," ",-,-$5.89,$0.00,0.10%,$7.27,-,-
,," "," "," "," ",Mozzarella Cheese,2,$1.98," "," "," "," "," "," "
,," "," "," "," ",Provolone,1,$0.99," "," "," "," "," "," "
,," "," "," "," ",Philly Steak,1,$0.99," "," "," "," "," "," "
,," "," "," "," ",Sausage,4,$3.96," "," "," "," "," "," "
,," "," "," "," ",Sliced Meatballs,3,$2.97," "," "," "," "," "," "
,," "," "," "," ",Medium,2,$2.00," "," "," "," "," "," "
,," "," "," "," ",Black Olives,2,$1.50," "," "," "," "," "," "
,," "," "," "," ",Mushrooms,1,$0.75," "," "," "," "," "," "
,," "," "," "," ",Garlic,1,$0.75," "," "," "," "," "," "
,," "," "," "," ",Onions,2,$1.50," "," "," "," "," "," "
,Garlic Bread - Plain,$69.86,$64.87,14,1," "," ",-,$0.00,-$4.99,0.10%,$4.99,-,-
,Garlic Knots (custom 1) - Plain,$69.86,$64.87,14,1," "," ",-,$0.00,-$4.99,0.10%,$4.99,-,-
,Antipasto Salad,$72.94,$64.66,6,0," "," ",-,-$8.28,$0.00,0.10%,$10.78,-,-
,," "," "," "," ",Mozzarella Cheese,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Provolone,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Blue Cheese,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",House Vinagrete,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Italian,3,$1.00," "," "," "," "," "," "
,," "," "," "," ",Pepperoni,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Sausage,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Ham,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Salami,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Capicoola,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Large,3,$6.00," "," "," "," "," "," "
,," "," "," "," ",Small,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Green Peppers,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Mushrooms,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Banana Peppers,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Black Olives,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Lettuce,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Tomatoes,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Onions,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Pepperoncini Peppers,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Jalapeno,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Red Onions,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Fresh Spinach,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Shredded Carrots,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Cucumbers,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Garlic,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Basil,1,$0.00," "," "," "," "," "," "
,Lasagne,$64.30,$64.30,5,0," "," ",-,$0.00,$0.00,0.10%,$12.86,-,-
,Anthony's Stromboli  (custom 1) - Large,$63.96,$63.96,4,0," "," ",-,$0.00,$0.00,0.10%,$15.99,-,-
,Custom Eggplant Parmigiana - Single Size,$63.96,$63.96,4,0," "," ",-,$0.00,$0.00,0.10%,$15.99,-,-
,Custom Wings - 10 Pieces,$63.96,$63.96,4,0," "," ",-,$0.00,$0.00,0.10%,$15.99,-,-
,Eggplant Parmigiana (custom 1) - Single Size,$63.96,$63.96,4,0," "," ",-,$0.00,$0.00,0.10%,$15.99,-,-
,"Margherita - Small 12"" - Regular Crust",$63.96,$63.96,4,0," "," ",-,$0.00,$0.00,0.10%,$15.99,-,-
,Penne Al A Vodka,$63.06,$63.06,4,0," "," ",-,$0.00,$0.00,0.10%,$15.77,-,-
,," "," "," "," ",Chicken,3,$7.50," "," "," "," "," "," "
,," "," "," "," ",Penne,4,$0.00," "," "," "," "," "," "
,"Custom Cheese Pizza - Large 16"" - Regular Crust",$62.61,$62.61,3,0," "," ",-,$0.00,$0.00,0.09%,$20.87,-,-
,Specialty Slice,$71.86,$62.28,14,0," "," ",-,-$9.58,$0.00,0.09%,$4.45,-,-
,," "," "," "," ",Extra Hot,2,$2.00," "," "," "," "," "," "
,," "," "," "," ",Extravaganza (Supreme),3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Margherita,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Meat Lovers,5,$0.00," "," "," "," "," "," "
,," "," "," "," ",Stuffed VIP,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Veggie Lovers,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Bianca,3,$0.00," "," "," "," "," "," "
,Jamaican Beef Pattys,$61.89,$61.89,9,0," "," ",-,$0.00,$0.00,0.09%,$6.88,-,-
,," "," "," "," ",Mozzarella Cheese,2,$1.98," "," "," "," "," "," "
,," "," "," "," ",Plain,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",With Cheese,6,$6.00," "," "," "," "," "," "
,"Custom Cheese Pizza - Small 12"" - Regular Crust",$61.88,$61.88,4,0," "," ",-,$0.00,$0.00,0.09%,$15.47,-,-
,Small Garden Salad,$61.48,$61.48,7,0," "," ",-,$0.00,$0.00,0.09%,$8.78,-,-
,," "," "," "," ",Italian,13,$0.00," "," "," "," "," "," "
,," "," "," "," ",Grilled Chicken,2,$4.00," "," "," "," "," "," "
,," "," "," "," ",Large,1,$1.55," "," "," "," "," "," "
,," "," "," "," ",Small,6,$0.00," "," "," "," "," "," "
,," "," "," "," ",Jalapeno,7,$0.00," "," "," "," "," "," "
,," "," "," "," ",Broccooli,5,$0.00," "," "," "," "," "," "
,," "," "," "," ",Tomatoes,4,$0.00," "," "," "," "," "," "
,," "," "," "," ",Green Peppers,5,$0.00," "," "," "," "," "," "
,," "," "," "," ",Mushrooms,7,$0.00," "," "," "," "," "," "
,," "," "," "," ",Fresh Spinach,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Eggplant,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Banana Peppers,2,$0.00," "," "," "," "," "," "
,"Cheese Pizza (custom 1) - Extra Large 18"" - Regular Crust ",$61.44,$61.44,3,0," "," ",-,$0.00,$0.00,0.09%,$20.48,-,-
,Margherita,$65.24,$61.12,4,0," "," ",-,-$4.12,$0.00,0.09%,$15.28,-,-
,," "," "," "," ","Large 16""",1,$2.58," "," "," "," "," "," "
,," "," "," "," ","Medium 14""",2,$3.10," "," "," "," "," "," "
,," "," "," "," ","Small 12""",1,$0.00," "," "," "," "," "," "
,Hawaiian,$64.96,$60.73,4,0," "," ",-,-$4.23,$0.00,0.09%,$15.18,-,-
,," "," "," "," ",Pizza Sauce,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Honey Mustard,1,$1.00," "," "," "," "," "," "
,," "," "," "," ","Medium 14""",4,$4.92," "," "," "," "," "," "
,Cheesesteak Sub (custom 1) - Single Size,$59.95,$59.95,5,0," "," ",-,$0.00,$0.00,0.09%,$11.99,-,-
,Custom Cheesesteak Sub - Single Size,$59.95,$59.95,5,0," "," ",-,$0.00,$0.00,0.09%,$11.99,-,-
,Malta - Single Size,$60.50,$59.95,22,0," "," ",-,-$0.55,$0.00,0.09%,$2.72,-,-
,"Extravaganza Supreme - Medium 14"" - Regular Crust",$59.94,$59.94,3,0," "," ",-,$0.00,$0.00,0.09%,$19.98,-,-
,New York Cheese Cake - Single Size,$59.90,$59.90,10,0," "," ",-,$0.00,$0.00,0.09%,$5.99,-,-
,"Custom Pepperoni Pizza - Large 16"" - Regular Crust",$64.68,$59.56,3,0," "," ",-,-$5.12,$0.00,0.09%,$19.85,-,-
,Custom Wings - 10 Pieces,$67.96,$59.47,4,0," "," ",-,-$8.49,$0.00,0.09%,$14.87,-,-
,"6 Slices 12"" Pizza",$59.14,$59.14,4,0," "," ",-,$0.00,$0.00,0.09%,$14.79,-,-
,," "," "," "," ",Pepperoni,2,$3.18," "," "," "," "," "," "
,"MYOP 1 - Large 16"" -  Garlic Butter on Crust",$58.71,$58.71,3,0," "," ",-,$0.00,$0.00,0.09%,$19.57,-,-
,Chicken Picatta,$66.30,$58.40,4,0," "," ",-,-$7.90,$0.00,0.09%,$14.60,-,-
,," "," "," "," ",Chicken,1,$2.50," "," "," "," "," "," "
,," "," "," "," ",Fettucini,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Spaghetti,1,$0.00," "," "," "," "," "," "
,Meatball Spaghetti,$60.00,$58.13,1,0," "," ",-,-$1.87,$0.00,0.09%,$58.13,-,-
,," "," "," "," ",Half Tray,1,$0.00," "," "," "," "," "," "
,Meatball Parmigiana Sub,$58.06,$58.06,6,0," "," ",-,$0.00,$0.00,0.09%,$9.68,-,-
,," "," "," "," ",Mozzarella Cheese,4,$0.00," "," "," "," "," "," "
,," "," "," "," ",Provolone,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Extra Hot,1,$1.00," "," "," "," "," "," "
,," "," "," "," ",Onions,1,$0.75," "," "," "," "," "," "
,," "," "," "," ",Green Peppers,1,$0.75," "," "," "," "," "," "
,Wings (custom 1) - 20 Pieces,$57.98,$57.98,2,0," "," ",-,$0.00,$0.00,0.09%,$28.99,-,-
,"Cheese Pizza (custom 1) - Extra Large 18"" -  Garlic Butter on Crust",$56.94,$56.94,3,0," "," ",-,$0.00,$0.00,0.09%,$18.98,-,-
,"Custom Cheese Pizza - Large 16"" - Regular Crust",$56.91,$56.91,3,0," "," ",-,$0.00,$0.00,0.09%,$18.97,-,-
,"8 Slices 16"" Pizza",$56.86,$56.86,3,0," "," ",-,$0.00,$0.00,0.09%,$18.95,-,-
,," "," "," "," ",Pepperoni,1,$2.89," "," "," "," "," "," "
